RIC,Sector,Name,SMA50-SMA200,SMA20-SMA50,Volume-VWAP,Close-VWAP,Last,HighNav,Fibo618,Fibo50,Fibo382,LowNav,PctfromPriceLowfromDate,Pctfrom52WkLow,52WkLow,1W%,1M%,Correlation Data,Rev Growth,% ROE,Volume5D30D,ImpVol30D,TargetPx,20SMA,200SMA
CLX.N,Consumer Staples,Clorox Co,13.19,-3.29,336951.00,159.07,158.73,169.74,153.88,148.98,144.07,128.21,37.57,24.38,12762.00,0.27,-3.47,0.35,-4.01,3104.35,-15.60,16.29,163.38,160.81,150.91
CMCSA.OQ,Communication Services,Comcast Corp,0.29,-2.83,8657900.00,37.05,37.11,46.73,42.75,41.52,40.29,36.31,29.39,2.64,3615.50,1.67,-2.90,0.15,0.12,17.43,4.81,32.97,47.77,37.26,39.81
CME.OQ,Financials,CME Group Inc,17.16,-0.38,553904.00,232.20,232.53,246.02,225.93,219.73,213.52,193.43,44.64,21.92,19073.00,2.04,-2.52,0.77,50.38,12.14,-7.26,18.10,244.40,232.39,215.61
CMG.N,Consumer Discretionary,Chipotle Mexican Grill Inc,1.49,-1.79,2782369.00,55.90,55.90,68.55,60.74,58.32,55.91,48.09,132.14,21.04,4618.20,-2.56,-9.65,0.61,14.33,45.67,22.32,21.46,67.32,58.86,59.16
CMI.N,Industrials,Cummins Inc,48.76,-6.26,263560.00,366.01,366.00,383.42,328.37,311.36,294.35,239.30,96.89,56.07,23451.00,1.44,4.16,0.86,21.34,20.00,22.22,17.16,390.88,357.26,314.77
CMS.N,Utilities,CMS Energy Corp,2.19,-0.84,745380.00,66.73,66.60,72.10,65.98,64.09,62.20,56.08,31.70,20.85,5511.00,-0.02,-0.02,-0.34,-13.19,13.43,6.16,16.02,72.78,66.56,65.21
CNC.N,Health Care,Centene Corp,-8.69,1.67,978339.00,63.47,63.53,80.41,71.36,68.56,65.76,56.71,12.03,15.40,5505.00,0.60,6.63,-0.80,6.54,11.66,-24.98,24.77,78.66,61.90,68.92
CNP.N,Utilities,CenterPoint Energy Inc,2.06,0.27,1001406.00,32.53,32.44,33.06,30.22,29.35,28.47,25.63,26.97,27.67,2541.00,1.79,-0.31,0.83,-6.71,9.57,-12.51,18.43,32.56,31.94,29.61
COF.N,Financials,Capital One Financial Corp,30.16,-1.05,1477966.00,199.99,200.93,200.93,174.38,166.18,157.97,131.42,134.65,56.68,12824.00,5.38,12.47,0.83,6.34,7.79,35.69,27.21,211.48,183.44,154.33
COO.OQ,Health Care,Cooper Companies Inc,-0.26,-4.68,451641.00,95.42,95.18,111.23,101.40,98.37,95.34,85.51,53.10,12.25,8479.00,4.96,1.86,-0.49,8.41,5.02,1.04,23.89,113.01,92.22,97.16
COP.N,Energy,ConocoPhillips,-7.13,-3.41,1736107.00,103.47,103.06,133.52,118.85,114.32,109.79,95.12,39.70,9.29,9430.00,-2.29,8.35,-0.21,-28.48,20.31,-2.60,17.38,133.00,100.92,111.46
COR.N,Health Care,Cencora Inc,5.48,-5.23,527959.00,246.77,246.96,251.55,238.05,233.88,229.71,216.21,89.31,14.87,21500.00,3.91,8.46,0.27,12.12,258.42,6.74,16.37,271.21,233.28,233.03
COST.OQ,Consumer Staples,Costco Wholesale Corp,82.98,-16.86,502743.00,944.57,944.70,994.69,879.83,844.35,808.87,694.01,132.02,39.76,67596.00,2.30,-0.98,0.65,5.02,29.95,-2.19,15.25,1039.68,932.64,866.52
CPAY.N,Financials,Corpay Inc,48.10,-8.92,107566.00,373.41,373.41,382.99,332.06,316.33,300.59,249.66,127.69,51.06,24719.00,3.09,8.60,0.80,9.65,32.98,-18.09,22.57,402.89,351.80,312.62
CPB.OQ,Consumer Staples,Campbell's Co,-3.25,-2.30,688689.00,38.40,38.30,51.89,46.48,44.81,43.14,37.74,1.50,1.75,3764.00,-1.01,-7.71,-0.68,2.98,14.51,-26.87,21.89,48.22,40.21,45.76
CPRT.OQ,Industrials,Copart Inc,4.31,-1.68,983507.00,57.67,57.66,63.80,57.78,55.92,54.06,48.04,124.40,20.78,4774.00,2.23,-0.96,0.74,9.49,19.47,0.33,16.38,61.64,57.19,54.57
CPT.N,Real Estate,Camden Property Trust,4.09,-4.68,543425.00,111.05,110.98,127.03,113.61,109.46,105.31,91.89,32.23,22.54,9057.00,-0.77,-3.42,-0.40,8.38,7.17,25.41,23.71,126.77,113.49,114.09
CRL.N,Health Care,Charles River Laboratories International Inc,-15.23,-9.27,305861.00,168.29,168.22,273.43,231.44,218.47,205.49,163.50,2.89,4.57,16087.00,-3.27,-9.45,-0.19,3.86,11.66,84.89,35.84,200.07,181.48,205.97
CRM.N,Information Technology,Salesforce Inc,52.92,-5.79,1544216.00,332.11,332.62,367.87,310.62,292.94,275.26,218.01,159.31,56.90,21200.00,3.57,-3.21,0.84,11.18,10.18,5.42,22.47,398.83,330.64,283.51
CRWD.OQ,Information Technology,CrowdStrike Holdings Inc,36.67,2.20,1451875.00,376.43,377.98,392.15,325.58,305.02,284.46,217.89,299.05,88.05,20100.00,4.41,4.33,0.81,36.33,4.98,2.32,43.69,385.28,357.88,319.01
CSCO.OQ,Information Technology,Cisco Systems Inc,7.25,0.55,6255963.00,61.52,61.63,61.63,55.18,53.19,51.19,44.74,56.94,38.03,4465.00,2.75,5.31,0.83,-5.61,20.76,-2.12,12.45,62.74,59.49,51.69
CSGP.OQ,Real Estate,CoStar Group Inc,-3.18,-2.79,871764.00,74.12,74.01,97.73,86.87,83.51,80.15,69.29,38.93,8.42,6826.00,1.08,3.60,-0.14,12.49,2.39,-3.63,29.40,90.16,71.96,77.93
CSX.OQ,Industrials,CSX Corp,0.00,-1.54,4351063.00,33.25,33.24,38.38,35.78,34.98,34.18,31.58,25.39,5.73,3144.00,2.40,4.36,0.11,-1.32,29.47,39.46,16.32,38.12,32.37,33.91
CTAS.OQ,Industrials,Cintas Corp,14.42,-16.55,535044.00,199.48,199.02,226.47,197.45,188.49,179.52,150.50,129.19,33.71,14885.00,1.70,6.46,0.25,8.86,41.18,-34.20,42.15,201.65,189.81,191.94
CTRA.N,Energy,Coterra Energy Inc,0.28,0.73,1618084.00,29.25,29.18,29.83,27.08,26.23,25.37,22.62,50.96,30.82,2230.50,0.41,23.23,0.53,-40.26,9.58,-0.07,27.35,33.71,26.84,25.83
CTSH.OQ,Information Technology,Cognizant Technology Solutions Corp,5.25,-1.53,1323868.00,78.96,79.05,82.32,75.42,73.29,71.16,64.26,52.14,23.90,6380.00,1.63,-0.23,0.49,-0.39,16.48,10.64,18.11,84.24,77.52,73.80
CTVA.N,Materials,Corteva Inc,2.67,-0.53,620177.00,62.59,62.51,64.13,57.01,54.81,52.60,45.48,43.54,39.13,4493.00,2.61,8.75,0.56,-1.31,2.68,-20.21,23.63,66.00,58.59,56.45
CVS.N,Health Care,CVS Health Corp,-6.22,-4.18,2283435.00,53.00,52.99,79.76,66.02,61.77,57.52,43.78,21.04,21.61,4357.50,1.63,19.45,-0.28,10.95,6.72,-29.10,45.81,63.74,47.63,58.02
CVX.N,Energy,Chevron Corp,0.86,-4.18,1822007.00,156.77,156.41,166.33,155.46,152.11,148.75,137.88,31.15,15.53,13538.00,-1.21,9.49,0.66,-16.46,10.38,-24.39,21.35,176.25,150.32,153.65
CZR.OQ,Consumer Discretionary,Caesars Entertainment Inc,-1.89,-2.88,1018360.00,33.81,33.76,45.55,40.16,38.49,36.82,31.43,7.41,9.65,3079.00,1.14,2.86,-0.25,6.53,-8.22,19.78,31.61,49.63,33.03,37.80
D.N,Utilities,Dominion Energy Inc,1.18,-1.45,1313795.00,53.40,52.93,60.93,54.53,52.56,50.58,44.18,33.90,21.57,4354.00,-1.34,-1.36,-0.24,3.26,8.69,4.44,22.67,58.72,54.06,54.33
DAL.N,Industrials,Delta Air Lines Inc,11.32,0.07,3061522.00,68.10,67.78,68.34,56.49,52.83,49.17,37.32,141.90,81.76,3729.00,3.48,11.24,0.87,6.19,26.22,6.71,37.51,81.34,63.13,51.74
DAY.N,Industrials,Dayforce Inc,13.47,-3.83,409822.00,69.77,69.90,81.80,69.01,65.06,61.11,48.32,58.68,48.47,4708.00,-0.47,-6.60,0.86,21.47,2.19,14.03,22.51,84.42,71.79,62.14
DD.N,Materials,Dupont De Nemours Inc,-0.61,-3.77,540865.00,77.74,77.62,89.54,78.72,75.38,72.03,61.21,55.08,26.95,6114.00,1.81,0.44,-0.22,-7.29,2.10,-1.11,18.63,98.17,76.07,80.44
DE.N,Industrials,Deere & Co,33.20,-0.95,313726.00,460.63,459.75,466.00,419.72,405.42,391.12,344.84,59.01,34.90,34080.00,7.20,6.30,0.72,-15.65,31.82,14.37,26.67,471.02,430.44,398.19
DECK.N,Consumer Discretionary,Deckers Outdoor Corp,32.87,9.20,435678.00,214.57,214.92,214.92,180.81,170.27,159.73,125.62,468.60,72.67,12446.69,5.49,1.87,0.70,18.21,43.57,-8.63,23.31,213.24,207.70,165.63
DELL.N,Information Technology,Dell Technologies Inc,-1.23,-7.85,2083490.00,116.63,115.12,179.21,141.84,130.30,118.76,81.39,240.89,43.02,8049.00,5.39,-0.56,0.48,-13.56,NULL,10.94,37.52,152.51,115.58,124.65
DFS.N,Financials,Discover Financial Services,33.46,1.34,843733.00,197.03,197.50,197.50,162.36,151.51,140.66,105.52,145.37,97.78,9986.00,5.31,14.06,0.81,18.81,NULL,12.55,29.43,203.73,178.85,144.06
DG.N,Consumer Staples,Dollar General Corp,-30.29,-2.41,878827.00,70.86,70.72,161.22,125.78,114.83,103.88,68.44,3.33,6.43,6645.00,3.14,-7.43,-0.56,2.24,19.37,12.88,31.35,88.63,73.09,105.80
DGX.N,Health Care,Quest Diagnostics Inc,8.42,-4.06,238041.00,151.43,151.51,163.89,148.57,143.84,139.10,123.78,25.61,22.88,12330.00,0.78,-1.04,0.26,-6.38,12.66,25.20,16.13,172.09,152.30,147.94
DHI.N,Consumer Discretionary,DR Horton Inc,-9.45,-11.35,931898.00,146.26,146.93,197.06,173.43,166.14,158.84,135.21,142.62,10.36,13314.00,1.05,5.24,-0.63,3.78,19.35,14.45,27.11,172.44,141.24,162.05
DHR.N,Health Care,Danaher Corp,-17.78,-0.27,484550.00,244.34,244.18,280.76,259.90,253.46,247.02,226.16,31.92,8.32,22542.00,2.61,6.84,-0.73,-10.33,7.59,-6.60,18.00,283.04,235.46,253.51
DIS.N,Communication Services,Walt Disney Co,9.71,-1.34,1901330.00,108.83,108.81,122.82,108.60,104.21,99.82,85.60,37.18,29.66,8392.00,0.58,-2.87,0.81,2.77,4.97,0.75,13.00,125.52,110.02,101.66
DLR.N,Real Estate,Digital Realty Trust Inc,23.22,-4.75,908337.00,183.11,182.44,195.69,172.53,165.38,158.22,135.06,110.94,38.82,13142.00,4.31,2.17,0.85,16.74,2.11,1.57,25.93,187.32,178.32,159.85
DLTR.OQ,Consumer Staples,Dollar Tree Inc,-20.00,3.05,1077166.00,72.28,71.97,150.02,116.09,105.62,95.14,61.21,17.58,18.98,6049.00,2.32,-1.33,-0.27,8.02,-12.55,-9.96,34.65,83.89,73.44,90.40
DOC.N,Real Estate,Healthpeak Properties Inc,0.18,-0.71,1287245.00,20.60,20.55,23.12,20.47,19.65,18.83,16.18,32.15,28.28,1602.00,1.13,2.14,-0.44,5.81,4.11,-27.61,25.02,25.03,20.27,20.80
DOV.N,Industrials,Dover Corp,10.57,-6.99,234125.00,198.74,198.81,206.51,184.84,178.15,171.45,149.78,70.54,34.35,14798.00,4.23,5.04,0.71,-0.82,29.11,6.25,18.69,216.48,189.76,186.17
DOW.N,Materials,Dow Inc,-9.13,-2.11,1380346.00,40.97,40.82,59.99,51.78,49.25,46.71,38.50,6.03,6.50,3833.00,1.04,2.20,-0.66,-21.58,5.55,-26.58,21.48,48.32,39.99,51.23
DPZ.OQ,Consumer Discretionary,Domino's Pizza Inc,-15.94,-17.13,185216.00,440.29,442.12,533.64,483.48,467.99,452.49,402.33,52.53,11.37,39700.00,6.81,3.74,0.67,-1.27,NULL,17.22,28.02,486.72,423.96,457.03
DRI.N,Consumer Discretionary,Darden Restaurants Inc,16.53,9.54,313349.00,185.73,185.65,188.66,169.33,163.36,157.39,138.06,66.00,36.40,13611.00,2.67,-1.03,0.48,8.60,50.93,-31.84,44.21,199.74,184.78,158.71
DTE.N,Utilities,DTE Energy Co,2.33,-0.41,377999.00,120.62,120.23,129.99,119.76,116.60,113.43,103.20,27.63,17.68,10217.00,-0.32,0.04,-0.47,-33.72,13.61,-19.65,16.93,137.42,120.83,118.92
DUK.N,Utilities,Duke Energy Corp,2.04,-2.59,885091.00,109.08,108.82,120.76,109.26,105.71,102.15,90.65,27.36,20.74,9013.00,2.23,0.50,-0.41,1.02,9.09,-6.95,16.92,122.82,107.91,108.45
DVA.N,Health Care,DaVita Inc,8.92,-0.69,213659.00,168.69,168.45,169.97,146.11,138.75,131.38,107.52,157.49,62.66,10356.00,3.75,10.93,0.07,4.57,104.38,-23.77,23.97,159.79,156.71,148.48
DVN.N,Energy,Devon Energy Corp,-7.36,-1.31,2440829.00,36.58,36.46,54.51,45.35,42.52,39.68,30.52,19.46,19.93,3040.00,-5.13,18.49,-0.59,-23.64,26.27,-13.21,30.95,49.80,34.44,43.11
DXCM.OQ,Health Care,Dexcom Inc,-14.26,2.66,1159578.00,87.17,87.09,140.45,111.25,102.23,93.20,64.00,36.08,39.70,6234.00,8.32,8.81,0.62,24.49,32.06,29.22,33.59,97.56,80.75,92.35
EA.OQ,Communication Services,Electronic Arts Inc,11.57,-10.58,911493.00,142.62,142.35,167.97,151.65,146.61,141.56,125.24,30.37,13.91,12497.00,0.15,-3.69,0.57,1.83,13.96,42.45,16.00,161.45,144.82,143.82
EBAY.OQ,Consumer Discretionary,eBay Inc,5.15,0.68,1497897.00,64.07,63.88,69.40,58.58,55.24,51.89,41.07,73.54,56.80,4074.00,-1.89,-1.74,0.25,3.24,35.85,-20.34,37.06,62.98,64.17,58.33
ECL.N,Materials,Ecolab Inc,1.03,-6.52,330504.00,241.72,241.63,261.46,236.28,228.51,220.73,195.55,83.96,23.60,19549.00,2.15,1.40,-0.39,7.98,25.02,38.48,18.25,275.22,235.86,241.35
ED.N,Utilities,Consolidated Edison Inc,-2.85,-3.73,552931.00,90.98,90.77,107.40,99.31,96.81,94.30,86.21,14.22,5.73,8585.00,0.60,0.82,-0.54,-6.43,8.58,-10.73,17.11,99.60,89.83,96.42
EFX.N,Industrials,Equifax Inc,-3.41,-2.79,338373.00,272.07,271.88,307.13,272.39,261.67,250.94,216.20,80.96,27.59,21309.00,3.17,5.20,-0.78,2.79,12.23,-3.23,30.94,305.95,256.45,262.65
EG.N,Financials,Everest Group Ltd,-9.10,-6.25,79053.00,364.21,363.71,407.04,384.39,377.40,370.40,347.75,47.98,5.65,34425.00,1.63,1.98,-0.53,16.51,20.62,-7.69,19.72,425.13,361.20,376.55
EIX.N,Utilities,Edison International,0.32,-7.33,1733205.00,58.74,58.29,88.36,76.48,72.82,69.15,57.27,6.10,5.45,5528.00,-4.91,-26.70,-0.31,-5.12,9.54,70.37,55.84,85.56,71.52,78.53
EL.N,Consumer Staples,Estee Lauder Companies Inc,-25.27,1.52,918309.00,79.82,79.70,157.94,121.57,110.34,99.11,62.74,27.03,27.93,6230.00,6.95,7.18,-0.64,-2.06,3.89,-9.66,26.56,80.70,75.09,98.84
ELV.N,Health Care,Elevance Health Inc,-96.07,-10.96,592841.00,389.57,390.73,562.29,487.24,464.06,440.88,365.83,6.81,7.87,36221.00,0.37,6.77,-0.81,9.42,15.62,29.00,23.59,498.72,379.19,486.22
EMN.N,Materials,Eastman Chemical Co,-3.09,-6.14,250939.00,92.41,92.18,113.77,101.68,97.95,94.21,82.12,33.54,14.06,8082.00,0.20,0.46,-0.27,-12.95,16.08,-17.56,24.19,113.48,90.71,99.94
EMR.N,Industrials,Emerson Electric Co,13.49,-3.89,784648.00,130.19,129.94,134.33,118.06,113.03,108.00,91.73,77.85,41.78,9165.00,7.64,4.71,0.84,15.34,7.65,3.47,23.97,140.16,123.37,113.77
ENPH.OQ,Information Technology,Enphase Energy Inc,-31.06,0.00,1372212.00,61.46,60.99,136.39,107.03,97.96,88.88,59.52,2.47,4.38,5843.00,-7.35,-14.64,-0.80,-1.72,6.31,21.17,51.25,88.20,68.78,99.85
EOG.N,Energy,EOG Resources Inc,2.05,-1.44,915047.00,134.52,134.02,138.05,127.20,123.85,120.50,109.65,57.41,23.02,10894.00,-2.22,12.58,0.37,-21.40,24.91,-16.52,19.64,145.90,128.04,127.43
EPAM.N,Information Technology,Epam Systems Inc,27.18,-5.79,153059.00,234.85,235.42,314.63,259.48,242.44,225.40,170.25,38.28,38.93,16945.00,2.92,-5.17,0.67,-2.78,13.10,-21.75,24.19,262.68,233.42,212.03
EQIX.OQ,Real Estate,Equinix Inc,98.98,-8.19,168487.00,928.67,925.23,985.00,873.35,838.86,804.36,692.71,83.07,35.04,68517.00,2.80,-0.21,0.81,12.74,8.29,16.78,24.91,1012.91,930.71,839.92
EQR.N,Real Estate,Equity Residential,1.96,-2.33,548963.00,68.48,68.38,78.08,70.46,68.11,65.75,58.13,28.56,19.27,5733.00,-1.55,-4.16,-0.40,5.07,8.46,-2.47,24.29,78.52,70.02,70.38
EQT.N,Energy,EQT Corp,6.95,2.47,1567931.00,53.70,53.40,53.78,44.78,42.00,39.21,30.21,170.52,77.88,3002.00,1.83,24.21,0.73,-58.24,1.82,10.35,32.07,50.80,48.38,38.96
ERIE.OQ,Financials,Erie Indemnity Co,-12.22,-8.91,78449.00,379.15,377.70,544.84,467.61,443.76,419.90,342.67,135.65,13.06,33407.00,-5.62,-9.31,-0.69,15.10,31.42,3.95,32.01,NULL,405.37,426.50
ES.N,Utilities,Eversource Energy,-2.38,-2.51,600124.00,56.07,55.79,68.40,62.78,61.05,59.31,53.69,6.35,5.84,5271.00,-1.45,-2.04,-0.65,-2.54,-3.58,-12.31,24.30,70.60,56.93,61.81
ESS.N,Real Estate,Essex Property Trust Inc,11.67,-11.86,127602.00,280.01,279.90,315.15,280.94,270.37,259.80,225.59,42.68,25.41,22319.00,-1.04,-1.36,-0.23,3.89,10.02,-15.21,24.79,307.92,281.45,281.64
ETN.N,Industrials,Eaton Corporation PLC,27.71,-12.95,907003.00,371.54,371.23,377.52,327.31,311.80,296.29,246.08,196.89,53.74,24146.00,8.36,9.79,0.81,11.78,20.10,40.15,24.64,386.78,342.70,327.93
ETR.N,Utilities,Entergy Corp,13.10,1.37,867895.00,82.64,82.59,83.62,70.28,66.16,62.04,48.70,85.87,71.70,4810.00,4.56,9.93,0.86,-11.75,12.23,-0.37,18.65,78.66,77.46,62.99
EVRG.OQ,Utilities,Evergy Inc,4.37,-0.89,919978.00,62.90,62.87,65.00,58.74,56.81,54.88,48.62,30.84,30.86,4804.50,1.93,2.34,0.61,-5.99,8.63,-6.32,14.22,65.35,61.60,58.11
EW.N,Health Care,Edwards Lifesciences Corp,-4.78,1.30,1481458.00,69.08,69.04,95.56,81.86,77.63,73.40,59.70,15.64,17.14,5894.00,-1.76,-7.71,0.40,11.56,19.35,-16.22,20.36,78.24,72.86,76.34
EXC.OQ,Utilities,Exelon Corp,0.25,-0.04,3009378.00,39.37,39.22,40.97,38.16,37.30,36.43,33.62,16.66,17.60,3335.00,3.16,5.94,-0.33,13.89,9.33,-5.75,20.68,42.77,38.02,37.82
EXPD.N,Industrials,Expeditors International of Washington Inc,-3.51,-5.10,230511.00,112.37,112.32,131.40,122.88,120.25,117.61,109.09,2.96,3.64,10838.00,0.78,0.75,-0.44,-45.52,30.25,6.29,17.07,115.64,111.16,119.77
EXPE.OQ,Consumer Discretionary,Expedia Group Inc,38.32,0.81,982289.00,175.07,173.65,191.01,159.87,150.25,140.62,109.48,107.49,61.90,10726.00,-6.90,-6.01,0.83,10.05,71.25,21.60,25.50,190.82,184.79,145.67
EXR.N,Real Estate,Extra Space Storage Inc,-1.68,-8.54,260117.00,150.06,150.07,183.14,163.78,157.80,151.82,132.46,45.59,14.54,13102.00,0.39,2.09,-0.57,33.06,5.65,-8.63,24.75,168.18,148.98,159.20
F.N,Consumer Discretionary,Ford Motor Co,-0.93,-0.50,10342349.00,10.06,10.03,14.55,12.68,12.10,11.52,9.65,4.91,5.69,949.00,0.80,1.52,-0.25,11.47,7.97,-5.74,25.33,11.29,9.92,11.35
FANG.OQ,Energy,Diamondback Energy Inc,-16.31,-2.36,584227.00,177.64,177.59,210.94,187.52,180.28,173.04,149.62,69.35,20.05,14793.00,-1.10,14.62,-0.40,-12.77,11.92,-30.98,24.54,213.80,169.21,187.89
FAST.OQ,Industrials,Fastenal Co,7.07,-4.67,1910296.00,75.76,75.60,84.35,75.85,73.22,70.59,62.09,73.41,23.21,6136.00,1.79,1.04,0.75,2.71,33.04,49.82,18.63,74.40,73.54,71.13
FCX.N,Materials,Freeport-McMoRan Inc,-4.67,-2.42,4795421.00,39.39,39.09,54.86,47.91,45.76,43.61,36.66,55.80,7.80,3626.00,-2.35,0.59,-0.22,0.33,11.74,12.87,27.85,50.94,39.09,46.19
FDS.N,Financials,Factset Research Systems Inc,36.20,-8.65,104986.00,464.37,464.77,495.72,457.20,445.31,433.41,394.89,33.28,18.41,39252.00,2.38,-3.88,0.80,5.64,29.17,-5.09,18.64,473.92,470.60,443.05
FDX.N,Industrials,FedEx Corp,6.21,-7.78,526081.00,270.86,270.43,313.52,284.06,274.96,265.85,236.39,89.24,15.32,23450.00,-2.23,-1.92,0.04,-2.73,14.59,8.71,18.18,323.97,275.40,276.97
FE.N,Utilities,FirstEnergy Corp,-0.33,-0.92,656945.00,39.52,39.42,44.54,41.20,40.17,39.13,35.79,20.92,11.32,3541.00,0.51,-0.93,-0.69,3.30,7.79,-6.74,16.36,47.08,39.62,40.87
FFIV.OQ,Information Technology,F5 Inc,46.56,4.66,227331.00,271.69,272.08,272.08,231.29,218.70,206.10,165.31,108.83,70.93,15918.00,3.73,7.86,0.83,0.10,19.12,-7.93,17.73,243.94,257.95,206.72
FI.N,Financials,Fiserv Inc,33.38,-3.13,512258.00,209.28,209.45,222.45,191.37,181.77,172.17,141.09,136.99,52.63,13723.00,2.55,1.65,0.85,7.86,10.69,-8.96,16.70,230.35,206.27,176.01
FICO.N,Information Technology,Fair Isaac Corp,420.05,-176.50,81739.00,1878.17,1880.32,2382.40,1896.67,1746.63,1596.58,1110.85,450.70,69.84,110713.00,-7.39,-10.07,0.76,13.48,NULL,80.01,31.78,2192.61,1983.26,1739.71
FIS.N,Financials,Fidelity National Information Services Inc,3.39,-3.43,631413.00,78.58,78.52,90.95,79.60,76.10,72.59,61.24,66.50,31.02,5993.00,0.62,-3.61,0.03,1.05,3.00,-6.22,18.28,93.02,79.77,79.81
FITB.OQ,Financials,Fifth Third Bancorp,4.15,-2.17,2312164.00,43.80,43.93,48.44,42.47,40.63,38.79,32.82,91.92,36.05,3229.00,-0.16,2.33,0.64,0.95,12.46,27.24,26.50,50.64,42.95,40.97
FMC.N,Materials,FMC Corp,-4.96,-3.42,335697.00,54.49,54.44,67.53,60.02,57.70,55.37,47.86,13.75,14.11,4771.00,1.83,8.55,-0.51,-22.67,38.63,-27.25,35.38,66.95,50.89,59.26
FOX.OQ,Communication Services,Fox Corp,7.98,1.40,577561.00,45.70,45.78,47.15,39.03,36.53,34.02,25.90,76.76,77.34,2581.50,-0.87,-1.86,0.71,-6.26,17.74,-2.00,19.34,47.88,46.34,36.96
FOXA.OQ,Communication Services,Fox Corp,7.88,1.36,1812628.00,48.08,48.14,49.99,41.75,39.21,36.66,28.42,70.89,70.17,2829.00,-0.82,-2.81,0.70,-6.26,17.74,0.53,19.23,47.88,48.90,39.66
FRT.N,Real Estate,Federal Realty Investment Trust,2.86,-3.74,203424.00,104.50,104.47,117.53,109.47,106.98,104.49,96.43,21.89,8.78,9604.00,0.43,-6.66,-0.29,5.38,10.03,4.55,22.17,123.86,107.65,108.52
FSLR.OQ,Information Technology,First Solar Inc,-23.06,-4.52,1293993.00,174.87,171.90,300.71,239.24,220.26,201.27,139.80,179.97,26.49,13590.00,-7.99,-5.75,-0.61,26.70,17.96,20.47,44.73,270.41,185.64,213.22
FTNT.OQ,Information Technology,Fortinet Inc,20.73,0.26,1524074.00,97.91,98.24,99.21,82.47,77.30,72.13,55.39,113.89,80.03,5457.00,5.57,1.08,0.75,20.09,311.53,0.38,24.46,98.25,95.71,74.72
FTV.N,Industrials,Fortive Corp,1.42,-0.22,499226.00,80.23,80.20,86.29,78.93,76.65,74.37,67.01,49.74,20.87,6635.00,2.98,7.72,0.41,4.11,8.62,-9.66,18.07,85.36,76.54,75.34
GD.N,Industrials,General Dynamics Corp,-15.24,-10.12,500440.00,269.06,268.84,314.03,292.62,286.01,279.40,257.99,31.67,6.55,25232.00,1.03,1.97,-0.54,7.27,16.95,-7.60,15.73,305.19,264.41,289.77
GDDY.N,Information Technology,GoDaddy Inc,38.72,2.32,308359.00,204.56,204.30,209.03,169.92,157.85,145.77,106.66,212.82,91.90,10646.00,2.58,-0.54,0.74,3.98,NULL,-4.46,21.51,208.67,200.47,159.43
GE.N,Industrials,General Electric Co,5.03,-1.13,1632768.00,188.11,188.36,194.23,159.97,149.39,138.81,104.56,395.44,86.70,10088.77,4.48,11.87,0.01,16.96,23.14,-5.37,24.93,209.54,174.15,170.25
GEHC.OQ,Health Care,GE Healthcare Technologies Inc,-1.03,-0.11,942718.00,87.42,87.33,93.87,86.04,83.62,81.19,73.36,55.95,22.47,7131.00,4.39,10.67,-0.46,6.60,21.69,-9.20,22.58,96.95,82.31,83.44
GEN.OQ,Information Technology,Gen Digital Inc,3.04,-1.58,1571642.00,27.42,27.48,31.70,27.11,25.69,24.27,19.68,77.75,43.91,1909.50,-0.33,-1.26,0.74,14.20,27.48,-12.76,21.28,32.02,27.41,25.95
GEV.N,Industrials,Ge Vernova Inc,114.16,17.93,899400.00,426.99,427.10,427.10,310.82,274.90,238.98,122.70,248.08,271.39,11500.00,10.35,24.64,0.84,12.09,NULL,-1.89,41.62,390.26,365.45,233.36
GILD.OQ,Health Care,Gilead Sciences Inc,13.25,-0.01,2060466.00,92.93,93.04,97.90,84.63,80.53,76.42,63.15,61.19,49.90,6207.00,0.71,0.51,0.83,-0.60,0.62,0.25,16.94,99.83,91.99,78.76
GIS.N,Consumer Staples,General Mills Inc,-4.12,-2.18,1408270.00,59.47,59.32,75.15,68.72,66.73,64.74,58.31,1.73,2.28,5800.00,1.73,-6.74,-0.70,-1.18,28.02,-14.72,21.84,70.55,61.48,67.78
GL.N,Financials,Globe Life Inc,13.56,3.07,175351.00,120.48,120.53,128.40,98.13,88.79,79.44,49.17,145.13,209.45,3895.00,3.74,10.18,0.43,4.22,23.55,-36.39,18.16,132.60,113.16,96.53
GLW.N,Information Technology,Corning Inc,6.05,0.12,2237663.00,53.74,54.01,54.01,45.19,42.46,39.73,30.91,103.12,78.19,3031.00,10.65,14.16,0.84,-11.28,1.38,21.94,26.04,54.85,48.30,42.14
GM.N,Consumer Discretionary,General Motors Co,5.42,-1.45,1628769.00,52.81,52.76,60.20,50.72,47.80,44.87,35.39,97.97,52.64,3456.50,2.05,1.83,0.64,9.64,15.12,-12.12,31.43,59.98,52.24,48.27
GNRC.N,Industrials,Generac Holdings Inc,17.61,-13.49,148352.00,159.19,158.72,195.11,162.63,152.60,142.57,110.09,93.09,45.75,10890.00,-0.89,1.57,0.65,-11.88,12.25,-17.61,24.38,177.55,158.22,154.09
GOOG.OQ,Communication Services,Alphabet Inc,12.25,8.92,5868556.00,200.49,200.03,200.03,174.26,166.30,158.33,132.56,139.59,52.04,13156.00,1.55,3.66,0.60,8.68,32.51,-15.25,31.02,212.50,194.99,173.81
